source,review_id,source_object_id,author,review_text,rating,review_date,url,text_cleaned,rating_normalized,language,is_duplicate,quality_status,review_date_raw
yandex,yandex_1244089476_16503016235cabb9,1244089476,Канат Секеев,"Не знаю кому как ? Но мне нравится гостиницы Советского прошлого. Здание фундаментальное, стены через которые не слышно соседей, можно выспаться, никто не тревожит всякими глупыми вопросам, всегда есть дежурная по этажу, на ресепшене всегда есть кто ответит на все вопросы, подскажет ближайшее кафе где не дорого и вкусно, ну прочее. Да интерьер желает улучшений, но постель и кровать достойного качества. Да порой напоминает другие гостиницы , ну там например Шымкент, или Уральск. Но всё же мне очень нравится останавливаться в таких гостиница. Да и с документами всё в порядке. Могут даже через курьера выслать. Так что ставлю ПЯТЬ звёзд.",5.0,2025-10-06,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Не знаю кому как ? Но мне нравится гостиницы Советского прошлого. Здание фундаментальное, стены через которые не слышно соседей, можно выспаться, никто не тревожит всякими глупыми вопросам, всегда есть дежурная по этажу, на ресепшене всегда есть кто ответит на все вопросы, подскажет ближайшее кафе где не дорого и вкусно, ну прочее. Да интерьер желает улучшений, но постель и кровать достойного качества. Да порой напоминает другие гостиницы , ну там например Шымкент, или Уральск. Но всё же мне очень нравится останавливаться в таких гостиница. Да и с документами всё в порядке. Могут даже через курьера выслать. Так что ставлю ПЯТЬ звёзд.",5.0,ru,False,valid,
yandex,yandex_1244089476_d9d8d086d5f589ac,1244089476,Светлана Гавриленко,"Цена конечно самая выгодная в городе. Удачное месторасположения.Завтраки тоже нормальные. Но... Администраторы гостям не особо не рады. WI-FI работает плохо. Либо его вообще нет, либо работает с перерывами. Утюга нет. Телевизор не работает. Хочется верить, что после ремонта здесь будет все хорошо.",4.0,2026-04-28,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Цена конечно самая выгодная в городе. Удачное месторасположения.Завтраки тоже нормальные. Но... Администраторы гостям не особо не рады. WI-FI работает плохо. Либо его вообще нет, либо работает с перерывами. Утюга нет. Телевизор не работает. Хочется верить, что после ремонта здесь будет все хорошо.",4.0,mixed,False,valid,
yandex,yandex_1244089476_c63fa0c8ad8c5538,1244089476,дмитрий третьяк,"Отель расположен в удобном месте. Номера оборудованны всем необходимым,без излишеств удорожания. Цена очень демократичная,останавливаюсь не в первый раз. Персонал приветливый. Спасибо вам.",5.0,2025-07-25,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Отель расположен в удобном месте. Номера оборудованны всем необходимым,без излишеств удорожания. Цена очень демократичная,останавливаюсь не в первый раз. Персонал приветливый. Спасибо вам.",5.0,ru,False,valid,
yandex,yandex_1244089476_3c720d308f31d0f9,1244089476,Роман Ф.,"Номер норм. Есть все,что необходимо. Чисто. Без посторонних запахов. Не взяли дополнительную плату за раннее заселение. Завтрак без излишеств, но достаточно вкусный.",5.0,2025-03-24,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Номер норм. Есть все,что необходимо. Чисто. Без посторонних запахов. Не взяли дополнительную плату за раннее заселение. Завтрак без излишеств, но достаточно вкусный.",5.0,ru,False,valid,
yandex,yandex_1244089476_538798156f566d55,1244089476,Денис Каменских,"Неплохая гостиница если надо остановиться на пару дней. Чувствуется дух советского союза. Номер был чистый, весь набор для гигиены. Порадовал завтрак. Спасибо!",5.0,2025-09-02,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Неплохая гостиница если надо остановиться на пару дней. Чувствуется дух советского союза. Номер был чистый, весь набор для гигиены. Порадовал завтрак. Спасибо!",5.0,ru,False,valid,
yandex,yandex_1244089476_ab1ae85059a9862c,1244089476,Валентин Радионов,"Номер был теплый, чистый. С пузатым телевизором - прям детством повеяло. В общем, за очень демократичную цену можно переночевать. Для большего антуража советую посмотреть советскую комедию. Кстати, персонал был вежлив",5.0,2025-11-28,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Номер был теплый, чистый. С пузатым телевизором - прям детством повеяло. В общем, за очень демократичную цену можно переночевать. Для большего антуража советую посмотреть советскую комедию. Кстати, персонал был вежлив",5.0,ru,False,valid,
yandex,yandex_1244089476_d08a0fbdb4def748,1244089476,Татьяна,"Дорогая гостиница. Цена не соответствует условиям. Все старое, и ремонт и мебель и рамы в окнах ( зимой в окна дует). 2 звезды ставлю за вкусный завтрак. Не рекомендую",2.0,2025-03-10,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Дорогая гостиница. Цена не соответствует условиям. Все старое, и ремонт и мебель и рамы в окнах ( зимой в окна дует). 2 звезды ставлю за вкусный завтрак. Не рекомендую",2.0,ru,False,valid,
yandex,yandex_1244089476_e6493097a7ea6b64,1244089476,Ринат М.,"Не дорого, выглядит как назад в СССР, крутой антураж, приветливый персонал, видно стараются поддерживать порядок, несмотря на то что здание старше нас всех вместе взятых, прям музей",5.0,2026-05-08,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Не дорого, выглядит как назад в СССР, крутой антураж, приветливый персонал, видно стараются поддерживать порядок, несмотря на то что здание старше нас всех вместе взятых, прям музей",5.0,ru,False,valid,
yandex,yandex_1244089476_7e2b0d3f046a1bbf,1244089476,Александр Третьяков,"Гостиница на которую можно рассчитывать. Всегда есть свободные номера, за зданием гостиницы охраняемая стоянка, персонал вежливый, в номере чисто, горячая вода, полотенца чистые и туалетные принадлежности имеются.",4.0,2024-09-14,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Гостиница на которую можно рассчитывать. Всегда есть свободные номера, за зданием гостиницы охраняемая стоянка, персонал вежливый, в номере чисто, горячая вода, полотенца чистые и туалетные принадлежности имеются.",4.0,ru,False,valid,
yandex,yandex_1244089476_0b686cc23d2c1e2d,1244089476,Igor Khlebnikov,"Отличный отель за свои деньги с уникальным антуражем. Очень чисто и опрятно, хотя мебель в большинстве своем не новая",5.0,2025-10-17,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Отличный отель за свои деньги с уникальным антуражем. Очень чисто и опрятно, хотя мебель в большинстве своем не новая",5.0,ru,False,valid,
yandex,yandex_1244089476_811c8899e707aadb,1244089476,Людмила Покалюк,"Хороший номер. Просторный. Уютный отель с этническими ""нотками"", с замечательным расположением. Внимательный песонал. Систематически производилась уборка номера. В ресторане был неплохой выбор блюд, приветливый персонал. В следующий раз, обязательно остановимся именно в этой гостинице.",5.0,2023-08-04,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Хороший номер. Просторный. Уютный отель с этническими ""нотками"", с замечательным расположением. Внимательный песонал. Систематически производилась уборка номера. В ресторане был неплохой выбор блюд, приветливый персонал. В следующий раз, обязательно остановимся именно в этой гостинице.",5.0,ru,False,valid,
yandex,yandex_1244089476_51cb8007ea10bb21,1244089476,Abai-astana,"Не плохая гостиница за свои деньги. Для тех, кто ностальгирует по СССР прям ""доктор прописал"" - от архитектуры и лифта и до планировки - все как окно в Союз))). Если поеду с семьей, то остановится вполне не плохой вариант, не дорого и чисто",4.0,2024-06-13,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Не плохая гостиница за свои деньги. Для тех, кто ностальгирует по СССР прям ""доктор прописал"" - от архитектуры и лифта и до планировки - все как окно в Союз))). Если поеду с семьей, то остановится вполне не плохой вариант, не дорого и чисто",4.0,ru,False,valid,
yandex,yandex_1244089476_1097e568cea6420a,1244089476,Sergey Teteryuk,Отель требует реновации и ремонта. В целом чисто и соответствует цене. Выбор завтраков не большой. Персонал приветливый и хороший.,4.0,2025-04-26,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,Отель требует реновации и ремонта. В целом чисто и соответствует цене. Выбор завтраков не большой. Персонал приветливый и хороший.,4.0,ru,False,valid,
yandex,yandex_1244089476_f38a46a56c0fd3a1,1244089476,Чекрыжова Оксана Ивановна,"Гостиница в тихом центре, рядом много магазинов, прекрасный рынок, в свободное вркмя можно прогуляться до парка и набережной. Номера самые обычные, но все чисто. Постельное белье свежее, идеально белое, плотное. Мыло, шампунь, гель, зубная щетка и разовая паста. В номере многоканальное телевидение, небольшой холодильник. Куллер в холле. В номере только стаканы, не очень удобно для чая, но у меня с собой была термокружка. Завтрак без разнообразия, каша, чай, булочки с маслом. За несколько дней командировки конечно поднадоело. В целом хороший вариант для моих задач,останавливаюсь не первый раз, удобно по расположению,бюджетно, гостеприимно.",5.0,2022-10-14,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Гостиница в тихом центре, рядом много магазинов, прекрасный рынок, в свободное вркмя можно прогуляться до парка и набережной. Номера самые обычные, но все чисто. Постельное белье свежее, идеально белое, плотное. Мыло, шампунь, гель, зубная щетка и разовая паста. В номере многоканальное телевидение, небольшой холодильник. Куллер в холле. В номере только стаканы, не очень удобно для чая, но у меня с собой была термокружка. Завтрак без разнообразия, каша, чай, булочки с маслом. За несколько дней командировки конечно поднадоело. В целом хороший вариант для моих задач,останавливаюсь не первый раз, удобно по расположению,бюджетно, гостеприимно.",5.0,ru,False,valid,
yandex,yandex_1244089476_822e9272c50369eb,1244089476,Homer Simpson,"Нормальный отель типо советская гостиница. Есть все , что нужно, но без роскоши и скромно. В прошлом году цена была 8500т в этом году 10500т ничего не изменилось в лучшую сторону точно. Вайфай есть. Кулер с водой есть на этаже. Завтрак включен. В душе все есть. Для тех кому надо просто переночевать самое оно. Но цену зря подняли.",4.0,2023-12-11,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Нормальный отель типо советская гостиница. Есть все , что нужно, но без роскоши и скромно. В прошлом году цена была 8500т в этом году 10500т ничего не изменилось в лучшую сторону точно. Вайфай есть. Кулер с водой есть на этаже. Завтрак включен. В душе все есть. Для тех кому надо просто переночевать самое оно. Но цену зря подняли.",4.0,ru,False,valid,
yandex,yandex_1244089476_33699747662d9520,1244089476,Николай,"Только для тех кто желает сэкономить, для комфортной жизни мало пригодно. Из крана часто ржавая вода. Руководство не вкладывается в ремонт гостиницы.",2.0,2024-12-09,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Только для тех кто желает сэкономить, для комфортной жизни мало пригодно. Из крана часто ржавая вода. Руководство не вкладывается в ремонт гостиницы.",2.0,ru,False,valid,
yandex,yandex_1244089476_7ced90676faf5ca5,1244089476,Ойле,"Совдеп,грязь ,пыль, wi-fi не ловит обещанный .ванна для младенца ,еще и страшная акрил вещь слез .И это нам сказали люкс 😆Впечатлений конечно было много .Такое впечатление сложилось что номер последний раз убирали месяца 2 назад 🫣",2.0,2024-08-08,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Совдеп,грязь ,пыль, wi-fi не ловит обещанный .ванна для младенца ,еще и страшная акрил вещь слез .И это нам сказали люкс 😆Впечатлений конечно было много .Такое впечатление сложилось что номер последний раз убирали месяца 2 назад 🫣",2.0,mixed,False,valid,
yandex,yandex_1244089476_9c699d5a09de0d23,1244089476,Ерема Б.,"Номера как в советское время, цены не соответствуют реальности. Туалеты, краны на воде протекают и гудят",3.0,2025-10-29,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Номера как в советское время, цены не соответствуют реальности. Туалеты, краны на воде протекают и гудят",3.0,ru,False,valid,
yandex,yandex_1244089476_8d19f65d93a3426d,1244089476,Anastasiia,"По цене вполне приемлемое место, есть завтраки. В номерах чисто, отличное белье, не мешало бы заменить предметы интерьера, конечно.",4.0,2024-11-02,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"По цене вполне приемлемое место, есть завтраки. В номерах чисто, отличное белье, не мешало бы заменить предметы интерьера, конечно.",4.0,ru,False,valid,
yandex,yandex_1244089476_6c532f88fdd50530,1244089476,Иван Штабровский,"Гостиница из фильма ""Назад в СССР"", Чисто, уютно. Заселили в номер с одной большой кроватью (я и супруга), второй комплект полотенец не выдали, сказали номер одноместный.",4.0,2024-10-06,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Гостиница из фильма ""Назад в СССР"", Чисто, уютно. Заселили в номер с одной большой кроватью (я и супруга), второй комплект полотенец не выдали, сказали номер одноместный.",4.0,ru,False,valid,
yandex,yandex_1244089476_dbc2f957c4fef110,1244089476,Лес Пол   Гибсон,"Ну, что сказать.. место для тех, кто хочет поностальгировать по временам СССР. Здание гостиницы из тех времён. В номерах стараются поддерживать чистоту и новизну оборудования. Люкс, к примеру, трехкомнатный с двумя санузлами и собственной столовой. Прикольно. Остановиться можно, если в других гостиницах нет мест. С обедом и завтраком тоже своеобразно. В местном баре готовят только ограниченное меню. Но, все-таки съедобно и дёшево. В целом, гостиница на малый бюджет.",4.0,2023-03-21,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Ну, что сказать.. место для тех, кто хочет поностальгировать по временам СССР. Здание гостиницы из тех времён. В номерах стараются поддерживать чистоту и новизну оборудования. Люкс, к примеру, трехкомнатный с двумя санузлами и собственной столовой. Прикольно. Остановиться можно, если в других гостиницах нет мест. С обедом и завтраком тоже своеобразно. В местном баре готовят только ограниченное меню. Но, все-таки съедобно и дёшево. В целом, гостиница на малый бюджет.",4.0,ru,False,valid,
yandex,yandex_1244089476_d7a47c724045d015,1244089476,Виктор Маленёв,"Гостиница в советском стиле. Потихоньку проводят модернизацию, но медленно. В улучшенном стандарте есть широкая кровать, кондиционер и совмещенный санузел(с очень короткой ванной). По цене, улучшенный стандарт стоит 9700тг/сутки. После 7 дней проживания идет скидка 10%. К сожалению что бы сразу заплатить за большой срок нужно долго уламывать девочек на ресепшене, ибо у них установочка ""больше чем за 3 дня разово оплату не принимать"". В стоимость включены завтраки. На завтрак обычно 2 каши, 2 гарнира, и сосиски куриные вареные. Есть булочки, и чай/кофе. Что бы получить завтрак, нужно предьявить дежурной по залу талон(получается на ресепшене). Талоны однодневные, надо постоянно брать новые, что не очень удобно. В целом, для стиля ""переночевал, пошел работать/учиться, пришел спать"" хороший вариант. Жить вполне можно. Влажную уборку делают каждый день. Постельное меняют раз в 3 дня.",5.0,2020-03-31,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Гостиница в советском стиле. Потихоньку проводят модернизацию, но медленно. В улучшенном стандарте есть широкая кровать, кондиционер и совмещенный санузел(с очень короткой ванной). По цене, улучшенный стандарт стоит 9700тг/сутки. После 7 дней проживания идет скидка 10%. К сожалению что бы сразу заплатить за большой срок нужно долго уламывать девочек на ресепшене, ибо у них установочка ""больше чем за 3 дня разово оплату не принимать"". В стоимость включены завтраки. На завтрак обычно 2 каши, 2 гарнира, и сосиски куриные вареные. Есть булочки, и чай/кофе. Что бы получить завтрак, нужно предьявить дежурной по залу талон(получается на ресепшене). Талоны однодневные, надо постоянно брать новые, что не очень удобно. В целом, для стиля ""переночевал, пошел работать/учиться, пришел спать"" хороший вариант. Жить вполне можно. Влажную уборку делают каждый день. Постельное меняют раз в 3 дня.",5.0,ru,False,valid,
yandex,yandex_1244089476_572c078a7ae0d654,1244089476,Ольга,"Сам отель очень советский. Паркетный зашарпаннвй пол, красные ковровые дорожки. Номера старенькие и затхлым запахом. Старенько, но аккуратно и чисто. Белоснежное постельное белье и полотенца. Горячую воду сначала надо минут 30 пропустить, чтоб пошла горячая. На завтрак на выбор каша или сосиска, кофе или чай. Хлеб с маслом и сладкая булочка. В общем хороший эконом вариант за бюджетные деньги.",4.0,2023-05-17,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Сам отель очень советский. Паркетный зашарпаннвй пол, красные ковровые дорожки. Номера старенькие и затхлым запахом. Старенько, но аккуратно и чисто. Белоснежное постельное белье и полотенца. Горячую воду сначала надо минут 30 пропустить, чтоб пошла горячая. На завтрак на выбор каша или сосиска, кофе или чай. Хлеб с маслом и сладкая булочка. В общем хороший эконом вариант за бюджетные деньги.",4.0,ru,False,valid,
yandex,yandex_1244089476_cf692900a994090d,1244089476,Denis B.,"В самых дешёвых номерах самые дешёвые условия, вода горячая протекает вечность, нет штуки на стене которая держет душевую лейку, ламповые телевизоры, запах неприятный но привыкаешь через час, пару раз было что ломался бачок унитаза (постоянно текла вода) завтрак включён)",3.0,2023-09-21,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"В самых дешёвых номерах самые дешёвые условия, вода горячая протекает вечность, нет штуки на стене которая держет душевую лейку, ламповые телевизоры, запах неприятный но привыкаешь через час, пару раз было что ломался бачок унитаза (постоянно текла вода) завтрак включён)",3.0,ru,False,valid,
yandex,yandex_1244089476_b7dda81f182ed8aa,1244089476,Константин Капранов,"Прокатился на машине времени. Интерьер из 90х, лифты из 80х. На данный момент идёт реконструкция.",3.0,2026-04-12,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Прокатился на машине времени. Интерьер из 90х, лифты из 80х. На данный момент идёт реконструкция.",3.0,ru,False,valid,
yandex,yandex_1244089476_ffe95ed5eb37ed22,1244089476,Марина,"Гостиница Советских времён. Хотелось в номер: -чайник -фен - гель для душа и ополаскиватель для волос - исправные краны. В остальном, всё хорошо! Особенно постельное белье и одеяла.",4.0,2024-05-15,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Гостиница Советских времён. Хотелось в номер: -чайник -фен - гель для душа и ополаскиватель для волос - исправные краны. В остальном, всё хорошо! Особенно постельное белье и одеяла.",4.0,ru,False,valid,
yandex,yandex_1244089476_413c6dbc2f77ed35,1244089476,Марат Айтуаров,"Первый раз приехали в Усть-Каменогорск, попросили на ресепшене показать номера свободные. Менеджер то ли не хотела двигаться, потому что поздно приехали, была уже ночь, сказала смотрите Букенк с недовольным лицом. В итоге сняли квартиру.",1.0,2025-09-13,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Первый раз приехали в Усть-Каменогорск, попросили на ресепшене показать номера свободные. Менеджер то ли не хотела двигаться, потому что поздно приехали, была уже ночь, сказала смотрите Букенк с недовольным лицом. В итоге сняли квартиру.",1.0,ru,False,valid,
yandex,yandex_1244089476_56941cbbf9f85048,1244089476,Вероника Стрюкова,"Вообще отель очень даже не плохой. Да, мебель времен моей бабушки, но за эту цену очень даже не плохо. Ничего не скрипит, не отваливается, чистота на высшем уровне!!! Ванна просто сверкает, даже у меня дома такой чистоты нет🙈 Кто ограничен в бюджете- очень рекомендую, мне даже понравилось вернуться в эпоху 80-90х)",4.0,2022-09-28,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Вообще отель очень даже не плохой. Да, мебель времен моей бабушки, но за эту цену очень даже не плохо. Ничего не скрипит, не отваливается, чистота на высшем уровне!!! Ванна просто сверкает, даже у меня дома такой чистоты нет🙈 Кто ограничен в бюджете- очень рекомендую, мне даже понравилось вернуться в эпоху 80-90х)",4.0,ru,False,valid,
yandex,yandex_1244089476_8d2561132f464894,1244089476,Вячеслав К.,"Плюсы данной гостиницы: удобное расположение, около центрального рынка, нормальные номера с жк телевизорами, вроде как запрещено курить в номерах, что явный плюс( прошу прощения у курильщиков, но по мне, ваше удобство курнуть в номере не должно мешать праву других людей на чистый воздух), наличие кулера на этаже. Минусы: отвратительные сосиски на завтрак, деревянные окна,что в зиму явно не очень, старая сантехника в ванной комнате, дребезжащая входная дверь в номер и не очень качественная уборка номеров.",3.0,2019-11-12,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Плюсы данной гостиницы: удобное расположение, около центрального рынка, нормальные номера с жк телевизорами, вроде как запрещено курить в номерах, что явный плюс( прошу прощения у курильщиков, но по мне, ваше удобство курнуть в номере не должно мешать праву других людей на чистый воздух), наличие кулера на этаже. Минусы: отвратительные сосиски на завтрак, деревянные окна,что в зиму явно не очень, старая сантехника в ванной комнате, дребезжащая входная дверь в номер и не очень качественная уборка номеров.",3.0,ru,False,valid,
yandex,yandex_1244089476_f9b63601a277ab7b,1244089476,Victoria Lu,"Хороший отель, все необходимое есть, удобное местоположение, приветливый персонал",5.0,2025-07-15,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Хороший отель, все необходимое есть, удобное местоположение, приветливый персонал",5.0,ru,False,valid,
yandex,yandex_1244089476_2ee02d00cff306bc,1244089476,Сергей Прокопов,"Завтрак просто песня, кайф ммммм всем советую 😂😂😂😂😂, номер переночевать более чем достаточно постель чистая!",2.0,2024-03-01,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Завтрак просто песня, кайф ммммм всем советую 😂😂😂😂😂, номер переночевать более чем достаточно постель чистая!",2.0,ru,False,valid,
yandex,yandex_1244089476_1b550d7508269032,1244089476,Алексей Бельдиян,"Я безумно люблю эту гостиницу, комфорт, соответсвует цене. Чистая, уютная, гостиница👍👍👍👍👍, мне нравиться что все в в стиле Ретро-СССР. Локация гостинице, прям в Сердце прекрасного Усть-Каменогорска. В общем, РЕКОМЕНДУЮ, если вы не с насыщенными понтами и завышенными планами живете",5.0,2021-07-29,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Я безумно люблю эту гостиницу, комфорт, соответсвует цене. Чистая, уютная, гостиница👍👍👍👍👍, мне нравиться что все в в стиле Ретро-СССР. Локация гостинице, прям в Сердце прекрасного Усть-Каменогорска. В общем, РЕКОМЕНДУЮ, если вы не с насыщенными понтами и завышенными планами живете",5.0,ru,False,valid,
yandex,yandex_1244089476_8e4adc9f646801c2,1244089476,Алексей Боженов,Жили в номере люкс. Всё на высоте. Завтрак включён в проживание. В номере дополнительно были бутылки с водой и две шоколадки.,4.0,2023-07-29,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,Жили в номере люкс. Всё на высоте. Завтрак включён в проживание. В номере дополнительно были бутылки с водой и две шоколадки.,4.0,ru,False,valid,
yandex,yandex_1244089476_b5645def7524260a,1244089476,Alex M.,Отель ещё со времён Советского Союза. Останавливались в люксе. Накормили завтраком. Чистота и тишина. Все на высоте,5.0,2023-07-31,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,Отель ещё со времён Советского Союза. Останавливались в люксе. Накормили завтраком. Чистота и тишина. Все на высоте,5.0,ru,False,valid,
yandex,yandex_1244089476_6392b583351aa208,1244089476,Председатель совета дружины,"Гостиница на 5 звёзд не тянет, думаю, даже и не пытается! С другой стороны, хоть бедненько, но чистенько, персонал вежливый, кровать-телевизор есть, завтрак вполне съедобен, что ещё командированному при таких демократичных ценах надо!",4.0,2019-11-06,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Гостиница на 5 звёзд не тянет, думаю, даже и не пытается! С другой стороны, хоть бедненько, но чистенько, персонал вежливый, кровать-телевизор есть, завтрак вполне съедобен, что ещё командированному при таких демократичных ценах надо!",4.0,ru,False,valid,
yandex,yandex_1244089476_d57850b2dd745b4c,1244089476,Денис Волков,"Старая советская гостиница, был там на этой неделе, номер на 7 этаже. Батарея в номере была перекрыта, пришлось идти и просить чтобы дали ключ, открыл себе отопление, на улице -10. Грязи нет, но все такое неухоженное и старое. Есть один плюс, совсем дешево.",2.0,2021-11-28,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Старая советская гостиница, был там на этой неделе, номер на 7 этаже. Батарея в номере была перекрыта, пришлось идти и просить чтобы дали ключ, открыл себе отопление, на улице -10. Грязи нет, но все такое неухоженное и старое. Есть один плюс, совсем дешево.",2.0,ru,False,valid,
yandex,yandex_1244089476_3953ccd03d227099,1244089476,Лиханов  Юрий,"Место где время остановилось лет 30 назад, но и цена на номера приятно не высокая, завтраки конечно не представляют собой какие-то гастрономические изыски, но вполне съедобные",5.0,2025-12-09,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Место где время остановилось лет 30 назад, но и цена на номера приятно не высокая, завтраки конечно не представляют собой какие-то гастрономические изыски, но вполне съедобные",5.0,ru,False,valid,
yandex,yandex_1244089476_894e0c6a228e0d4d,1244089476,Михаил М.,"Обслуживание номеров вялое. Постельное белье не поменяли через три дня, как это принято в др. Гостиницах, только после того как я попросил на шестой день только! Интернет сложно подключаем, я так и не смог воспользоваться их вайфаем",2.0,2021-07-21,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Обслуживание номеров вялое. Постельное белье не поменяли через три дня, как это принято в др. Гостиницах, только после того как я попросил на шестой день только! Интернет сложно подключаем, я так и не смог воспользоваться их вайфаем",2.0,ru,False,valid,
yandex,yandex_1244089476_d3aae88233b731b0,1244089476,Саша Павлова,"Уютный и чистый номер. Без излишеств. Цена=качество. Очень приятная девушка на ресепшене, спасибо большое за гостеприимство ❤️",4.0,2025-05-01,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Уютный и чистый номер. Без излишеств. Цена=качество. Очень приятная девушка на ресепшене, спасибо большое за гостеприимство ❤️",4.0,ru,False,valid,
yandex,yandex_1244089476_d5729b9e8f1e554d,1244089476,Марина Масич,"Брали самый дешёвый номер, на двоих, 10000тг. Сравнительно чисто, мебель советских времен, две кровати, стол, стул, старый телевизор,чайника нет. Завтрак, который был включён в стоимость номера, отвратительный. А в целом, за эти деньги нормально))",4.0,2019-07-30,https://yandex.kz/maps/org/ust_kamenogorsk_otel/1244089476/reviews/?ll=82.627174%2C49.954283&z=17,"Брали самый дешёвый номер, на двоих, 10000тг. Сравнительно чисто, мебель советских времен, две кровати, стол, стул, старый телевизор,чайника нет. Завтрак, который был включён в стоимость номера, отвратительный. А в целом, за эти деньги нормально))",4.0,ru,False,valid,
